nodenumber     x-coordinate     y-coordinate     z-coordinate velocity-magnitude         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.955259915E-01 -1.996539108E-03 -3.149288871E-01  0.000000000E+00 -1.583498213E-02 -3.149288871E-01 -1.996539108E-03 -3.955259915E-01 
         2  3.955259915E-01 -1.996539108E-03 -3.149288871E-01  0.000000000E+00 -5.782772174E-03 -3.149288871E-01 -1.996539108E-03  3.955259915E-01 
         3 -3.956322516E-01  5.983957916E-03 -3.147448391E-01  0.000000000E+00 -2.412937434E-03 -3.147448391E-01  5.983957916E-03 -3.956322516E-01 
         4  3.956322516E-01  5.983957916E-03 -3.147448391E-01  0.000000000E+00  1.800565699E-02 -3.147448391E-01  5.983957916E-03  3.956322516E-01 
         5 -3.958444707E-01 -9.954414546E-03 -3.143772648E-01  0.000000000E+00  1.231832264E-02 -3.143772648E-01 -9.954414546E-03 -3.958444707E-01 
         6  3.958444707E-01 -9.954414546E-03 -3.143772648E-01  0.000000000E+00  6.223738234E-03 -3.143772648E-01 -9.954414546E-03  3.958444707E-01 
         7 -3.961620472E-01  1.389665431E-02 -3.138272062E-01  0.000000000E+00  1.397742484E-02 -3.138272062E-01  1.389665431E-02 -3.961620472E-01 
         8  3.961620472E-01  1.389665431E-02 -3.138272062E-01  0.000000000E+00 -1.627891700E-02 -3.138272062E-01  1.389665431E-02  3.961620472E-01 
         9 -3.965840809E-01 -1.779950249E-02 -3.130962224E-01  0.000000000E+00  1.161897701E-02 -3.130962224E-01 -1.779950249E-02 -3.965840809E-01 
        10  3.965840809E-01 -1.779950249E-02 -3.130962224E-01  0.000000000E+00  2.517833469E-02 -3.130962224E-01 -1.779950249E-02  3.965840809E-01 
        11 -3.971093755E-01  2.165189605E-02 -3.121863856E-01  0.000000000E+00 -5.649217043E-03 -3.121863856E-01  2.165189605E-02 -3.971093755E-01 
        12  3.971093755E-01  2.165189605E-02 -3.121863856E-01  0.000000000E+00  3.002338879E-03 -3.121863856E-01  2.165189605E-02  3.971093755E-01 
        13 -3.977364419E-01 -2.544291496E-02 -3.111002746E-01  0.000000000E+00  2.409358990E-02 -3.111002746E-01 -2.544291496E-02 -3.977364419E-01 
        14  3.977364419E-01 -2.544291496E-02 -3.111002746E-01  0.000000000E+00  1.338855368E-02 -3.111002746E-01 -2.544291496E-02  3.977364419E-01 
        15 -3.984635027E-01  2.916181316E-02 -3.098409683E-01  0.000000000E+00 -1.613004610E-02 -3.098409683E-01  2.916181316E-02 -3.984635027E-01 
        16  3.984635027E-01  2.916181316E-02 -3.098409683E-01  0.000000000E+00 -3.720467369E-02 -3.098409683E-01  2.916181316E-02  3.984635027E-01 
        17 -3.989930592E-01  8.851651586E-03 -3.089237497E-01  6.839232258E-02  0.000000000E+00 -3.089237497E-01  8.851651586E-03 -3.989930592E-01 
        18  3.991083449E-01  1.877181432E-03 -3.087240689E-01  7.060733718E-02  0.000000000E+00 -3.087240689E-01  1.877181432E-03  3.991083449E-01 
        19 -3.992884970E-01 -3.279804903E-02 -3.084120363E-01  0.000000000E+00  3.244347051E-03 -3.084120363E-01 -3.279804903E-02 -3.992884970E-01 
        20  3.992884970E-01 -3.279804903E-02 -3.084120363E-01  0.000000000E+00  1.036660665E-02 -3.084120363E-01 -3.279804903E-02  3.992884970E-01 
        21 -3.994932445E-01  2.779088526E-03 -3.080574033E-01  7.320920403E-02  0.000000000E+00 -3.080574033E-01  2.779088526E-03 -3.994932445E-01 
        22  3.995530335E-01  1.603117675E-02 -3.079538456E-01  7.013149353E-02  0.000000000E+00 -3.079538456E-01  1.603117675E-02  3.995530335E-01 
        23 -3.998105213E-01 -5.148731560E-03 -3.075078638E-01  7.511816829E-02  0.000000000E+00 -3.075078638E-01 -5.148731560E-03 -3.998105213E-01 
        24  3.998105213E-01 -5.148731560E-03 -3.075078638E-01  7.546995687E-02  0.000000000E+00 -3.075078638E-01 -5.148731560E-03  3.998105213E-01 
        25 -4.000244209E-01 -2.017135988E-02 -3.071373786E-01  6.689512677E-02  0.000000000E+00 -3.071373786E-01 -2.017135988E-02 -4.000244209E-01 
        26  4.000247559E-01  8.604558490E-03 -3.071367985E-01  7.493679882E-02  0.000000000E+00 -3.071367985E-01  8.604558490E-03  4.000247559E-01 
        27 -4.001277980E-01 -1.307655165E-02 -3.069583243E-01  7.247935894E-02  0.000000000E+00 -3.069583243E-01 -1.307655165E-02 -4.001277980E-01 
        28  4.001277980E-01 -1.307655165E-02 -3.069583243E-01  7.525414987E-02  0.000000000E+00 -3.069583243E-01 -1.307655165E-02  4.001277980E-01 
        29 -4.002090862E-01  3.634131527E-02 -3.068175290E-01  0.000000000E+00  2.171770112E-02 -3.068175290E-01  3.634131527E-02 -4.002090862E-01 
        30  4.002090862E-01  3.634131527E-02 -3.068175290E-01  0.000000000E+00 -2.022156865E-02 -3.068175290E-01  3.634131527E-02  4.002090862E-01 
        31  4.002167739E-01 -2.092347887E-02 -3.068042136E-01  7.118530616E-02  0.000000000E+00 -3.068042136E-01 -2.092347887E-02  4.002167739E-01 
        32 -4.004992925E-01  1.461113168E-02 -3.063148770E-01  7.502580757E-02  0.000000000E+00 -3.063148770E-01  1.461113168E-02 -4.004992925E-01 
        33  4.008523239E-01 -2.716594505E-02 -3.057034088E-01  6.876660230E-02  0.000000000E+00 -3.057034088E-01 -2.716594505E-02  4.008523239E-01 
        34 -4.012226608E-01 -3.978156811E-02 -3.050619663E-01  0.000000000E+00 -4.419769107E-02 -3.050619663E-01 -3.978156811E-02 -4.012226608E-01 
        35  4.012226608E-01 -3.978156811E-02 -3.050619663E-01  0.000000000E+00 -1.833716016E-02 -3.050619663E-01 -3.978156811E-02  4.012226608E-01 
        36  4.015553078E-01  2.199143284E-02 -3.044858048E-01  7.664144207E-02  0.000000000E+00 -3.044858048E-01  2.199143284E-02  4.015553078E-01 
        37 -4.017937005E-01 -2.621050751E-02 -3.040728966E-01  7.314079941E-02  0.000000000E+00 -3.040728966E-01 -2.621050751E-02 -4.017937005E-01 
        38 -4.019523352E-01  2.181386325E-02 -3.037981332E-01  7.733576090E-02  0.000000000E+00 -3.037981332E-01  2.181386325E-02 -4.019523352E-01 
        39  4.020895367E-01  2.923975948E-02 -3.035604932E-01  7.169948756E-02  0.000000000E+00 -3.035604932E-01  2.923975948E-02  4.020895367E-01 
        40 -4.021241692E-01  2.920372900E-02 -3.035005079E-01  7.320192434E-02  0.000000000E+00 -3.035005079E-01  2.920372900E-02 -4.021241692E-01 
        41 -4.023263478E-01  4.310905577E-02 -3.031503244E-01  0.000000000E+00 -1.185284618E-02 -3.031503244E-01  4.310905577E-02 -4.023263478E-01 
        42  4.023263478E-01  4.310905577E-02 -3.031503244E-01  0.000000000E+00 -2.273029141E-02 -3.031503244E-01  4.310905577E-02  4.023263478E-01 
        43  4.025566790E-01  1.417428354E-02 -3.027513790E-01  8.543069993E-02  0.000000000E+00 -3.027513790E-01  1.417428354E-02  4.025566790E-01 
        44 -4.025743014E-01  7.345040167E-03 -3.027208561E-01  8.591067468E-02  0.000000000E+00 -3.027208561E-01  7.345040167E-03 -4.025743014E-01 
        45  4.028757902E-01 -2.406881830E-02 -3.021986623E-01  8.340774753E-02  0.000000000E+00 -3.021986623E-01 -2.406881830E-02  4.028757902E-01 
        46  4.032535109E-01 -2.902844789E-02 -3.015444309E-01  8.084745150E-02  0.000000000E+00 -3.015444309E-01 -2.902844789E-02  4.032535109E-01 
        47 -4.033404275E-01 -8.072979593E-05 -3.013938868E-01  8.669090693E-02  0.000000000E+00 -3.013938868E-01 -8.072979593E-05 -4.033404275E-01 
        48  4.034203108E-01  5.619209350E-04 -3.012555249E-01  8.557857584E-02  0.000000000E+00 -3.012555249E-01  5.619209350E-04  4.034203108E-01 
        49 -4.035170185E-01 -4.631434612E-02 -3.010880222E-01  0.000000000E+00  5.779126759E-03 -3.010880222E-01 -4.631434612E-02 -4.035170185E-01 
        50  4.035170185E-01 -4.631434612E-02 -3.010880222E-01  0.000000000E+00 -1.772820910E-03 -3.010880222E-01 -4.631434612E-02  4.035170185E-01 
        51 -4.036715133E-01 -8.353601055E-03 -3.008204294E-01  8.669924135E-02  0.000000000E+00 -3.008204294E-01 -8.353601055E-03 -4.036715133E-01 
        52  4.036853224E-01 -8.698652227E-03 -3.007965114E-01  8.662666757E-02  0.000000000E+00 -3.007965114E-01 -8.698652227E-03  4.036853224E-01 
        53 -4.038800835E-01 -1.832732277E-02 -3.004591752E-01  8.539516011E-02  0.000000000E+00 -3.004591752E-01 -1.832732277E-02 -4.038800835E-01 
        54 -4.039584554E-01 -3.334083166E-02 -3.003234311E-01  7.576615032E-02  0.000000000E+00 -3.003234311E-01 -3.334083166E-02 -4.039584554E-01 
        55  4.040625102E-01 -1.816653026E-02 -3.001432029E-01  8.698230567E-02  0.000000000E+00 -3.001432029E-01 -1.816653026E-02  4.040625102E-01 
        56  4.040843834E-01  8.006949836E-03 -3.001053174E-01  8.663396408E-02  0.000000000E+00 -3.001053174E-01  8.006949836E-03  4.040843834E-01 
        57 -4.043196232E-01  3.369064962E-02 -2.996978702E-01  7.954907684E-02  0.000000000E+00 -2.996978702E-01  3.369064962E-02 -4.043196232E-01 
        58  4.043742664E-01  3.366636597E-02 -2.996032254E-01  7.906306264E-02  0.000000000E+00 -2.996032254E-01  3.366636597E-02  4.043742664E-01 
        59  4.046306623E-01 -3.474727069E-02 -2.991591347E-01  7.860620918E-02  0.000000000E+00 -2.991591347E-01 -3.474727069E-02  4.046306623E-01 
        60 -4.047912980E-01  4.938835343E-02 -2.988809054E-01  0.000000000E+00 -2.866110052E-02 -2.988809054E-01  4.938835343E-02 -4.047912980E-01 
        61  4.047912980E-01  4.938835343E-02 -2.988809054E-01  0.000000000E+00 -4.712569779E-02 -2.988809054E-01  4.938835343E-02  4.047912980E-01 
        62  4.051465416E-01  1.882354363E-02 -2.982656054E-01  8.701939199E-02  0.000000000E+00 -2.982656054E-01  1.882354363E-02  4.051465416E-01 
